Quarters,Year,Quarter,FillingDate,Date,MarketCap,EnterpriseValue,bookValuePerShare,debtToAssets,roic,priceToSalesRatio,peRatio,pbRatio,payoutRatio,inventoryTurnover,dividendYield,quickRatio,priceToFreeCashFlowsRatio,grossProfitMargin,epsdilutedGrowth,Industry,Sector,Symbol,ReturnOnAssets,ReturnOnEquity,CurrentRatio,OperatingMargin,NetProfitMargin,DebtToEquity,AssetsTurnover,roicIncrease,quickRatioIncrease,ReturnOnAssetsIncrease,ReturnOnEquityIncrease,CurrentRatioIncrease,OperatingMarginIncrease,NetProfitMarginIncrease,DebtToEquityIncrease,NetIncomeGrowth,RevenueGrowth,OperatingIncomeGrowth,GrossProfitGrowth
2007Q1,2007,Q1,2006-12-31,2006-12-31,0.0,754934000.0,0.0,0.1675228450901073,0.0466832863576715,0.0,0.0,0.0,0.0,0.7836757955763841,0.0104123977164085,1.1538466107445833,0.0,0.514861776153896,0.0,Medical Instruments & Supplies,Healthcare,BDXB,0.020979096961607015,0.03634673111167642,1.9188885190895693,0.14240845646362435,0.09515586143696479,0.7325212414143983,0.22047088476524845,0.0,0.0,0.013908591474604385,0.022385247283708193,0.19756780867382973,0.05941879133163455,0.05874325285930114,-0.049062662530042656,0.6974712868931053,0.021748767721704164,0.4874620025253706,0.0237057354783602
2007Q2,2007,Q2,2007-03-31,2007-03-31,0.0,754934000.0,0.0,0.1675228450901073,0.0466832863576715,0.0,0.0,0.0,0.0,0.7836757955763841,0.0104123977164085,1.1538466107445833,0.0,0.514861776153896,0.0,Medical Instruments & Supplies,Healthcare,BDXB,0.0348876884362114,0.05873197839538461,2.116456327763399,0.2018272477952589,0.15389911429626593,0.6834585788843557,0.22669193773948756,0.0,0.0,0.013908591474604385,0.022385247283708193,0.19756780867382973,0.05941879133163455,0.05874325285930114,-0.049062662530042656,0.6974712868931053,0.049546927592329405,0.48746200252537064,0.023705735478360267
2007Q3,2007,Q3,2007-06-30,2007-06-30,0.0,714720000.0,0.0,0.1626995954565907,0.0475428280270245,0.0,0.0,0.0,0.2448602788296182,0.773022471339173,0.0104123977164085,1.138357200412785,0.0,0.5150252060038292,0.0,Medical Instruments & Supplies,Healthcare,BDXB,0.034369553177136386,0.057903282839332576,2.0930703006827915,0.2008001672430462,0.1500828551968263,0.6847260870953512,0.22900386011488388,0.000859541669353002,-0.015489410331798181,-0.0005181352590750143,-0.0008286955560520351,-0.02338602708060744,-0.0010270805522127058,-0.0038162590994396395,0.0012675082109955271,0.009384289972910903,0.03505059260547159,0.029783314050002514,0.03537914323955917
2007Q4,2007,Q4,2007-09-30,2007-09-30,0.0,651865000.0,0.0,0.1587241186651231,0.0419200904042441,0.0,0.0,0.0,0.2298816067002294,0.7674985431941739,0.0104123977164085,1.185192949190869,0.0,0.5110068978215142,0.0,Medical Instruments & Supplies,Healthcare,BDXB,0.03544809134215583,0.05956317313536103,2.1169508705992457,0.20820591835387417,0.15735681826853717,0.6802928135238381,0.22527203925578818,-0.005622737622780406,0.04683574877808394,0.0010785381650194464,0.001659890296028456,0.023880569916454153,0.007405751110827974,0.007273963071710882,-0.00443327357151313,0.06128451159883828,0.012225662856901135,0.04955775988666929,0.004328118006685014
2008Q1,2008,Q1,2007-12-31,2007-12-31,0.0,415071000.0,0.0,0.1540775472627229,0.0561126166984753,0.0,0.0,0.0,0.0,0.7683794832383484,0.0104123977164085,1.2963523663053194,0.0,0.5135056546409914,0.0,Medical Instruments & Supplies,Healthcare,BDXB,0.035888030107312015,0.060020210968561596,2.2348033078435012,0.2126175497591406,0.1591940751579788,0.6724297987125454,0.22543571468786106,0.014192526294231206,0.11115941711445032,0.0004399387651561823,0.0004570378332005645,0.11785243724425554,0.004411631405266431,0.001837256889441613,-0.007863014811292701,0.04517112373562422,0.033108816480639285,0.05499914186561325,0.0381605833187156
2008Q2,2008,Q2,2008-03-31,2008-03-31,0.0,607198000.0,0.0,0.1497447334121582,0.0499410223542862,0.0,0.0,0.0,0.0,0.7444469923733609,0.0104123977164085,1.399277833820555,0.0,0.5112514847517782,0.0,Medical Instruments & Supplies,Healthcare,BDXB,0.035402632601724646,0.05683782600177479,2.482111556471901,0.2184186499134193,0.1580978004207393,0.6054689107782883,0.22392868532964436,-0.006171594344189103,0.10292546751523557,-0.0004853975055873691,-0.0031823849667868068,0.24730824862839995,0.005801100154278704,-0.0010962747372394999,-0.06696088793425703,0.01707617069542033,0.02412873504998045,0.05207127022466333,0.019633049099176753
2008Q3,2008,Q3,2008-06-30,2008-06-30,0.0,423296000.0,0.0,0.142597444326051,0.0550308390054344,0.0,0.0,0.0,0.2341318594764531,0.80160117160603,0.0104123977164085,1.4623005302367271,0.0,0.5087982514335343,0.0,Medical Instruments & Supplies,Healthcare,BDXB,0.03654588160270511,0.05854993769354368,2.488812366596655,0.21930223330961288,0.15907639108646612,0.6020940014540472,0.22973793504556286,0.005089816651148202,0.0630226964161722,0.0011432490009804647,0.0017121116917688875,0.006700810124753875,0.0008835833961935713,0.0009785906657268362,-0.0033749093242411154,0.07568839726994588,0.06907108204416332,0.07339586592969408,0.06394115895100087
2008Q4,2008,Q4,2008-09-30,2008-09-30,0.0,324061000.0,0.0,0.1459050065190663,0.0478496999151545,0.0,0.0,0.0,0.2463364933108886,0.8251791423012774,0.0104123977164085,1.4891297979145532,0.0,0.5143114275145713,0.0,Medical Instruments & Supplies,Healthcare,BDXB,0.03565993082472602,0.05717173788305622,2.551693198896779,0.21696299528608964,0.1537209820492245,0.603248704100521,0.23197829176830922,-0.007181139090279898,0.02682926767782612,-0.0008859507779790873,-0.0013781998104874585,0.06288083230012376,-0.0023392380235232324,-0.005355409037241632,0.0011547026464737709,-0.0502004449844996,-0.017110849454402926,-0.02759506404340204,-0.0064605751269436185
2009Q1,2009,Q1,2008-12-31,2008-12-31,0.0,559041000.0,0.0,0.150986340269738,0.0591446261067008,0.0,0.0,0.0,0.2630782935254196,0.6873754379967524,0.0104123977164085,1.1285542145140142,0.0,0.5360278741624628,0.0,Medical Instruments & Supplies,Healthcare,BDXB,0.040738089882991005,0.0654675683993043,2.115215761728145,0.2433266705316685,0.18002947784978987,0.6070357885541993,0.2262856637121472,0.011294926191546296,-0.3605755834005391,0.005078159058264982,0.008295830516248083,-0.43647743716863374,0.026363675245578866,0.02630849580056538,0.0037870844536782577,0.10598741915477984,-0.055635364623935854,0.05911656589598859,-0.01576021675991382
2009Q2,2009,Q2,2009-03-31,2009-03-31,0.0,610512000.0,0.0,0.1522241127374822,0.0412723782130487,0.0,0.0,0.0,0.2931941180523129,0.7098099496925657,0.0104123977164085,1.1864105536090537,0.0,0.5185552193124556,0.0,Medical Instruments & Supplies,Healthcare,BDXB,0.03448783829626589,0.054386500647478166,2.255792894226269,0.20879260387728887,0.1500881202019297,0.5769762134777456,0.2297839312656171,-0.017872247893652098,0.05785633909503951,-0.006250251586725118,-0.011081067751826136,0.14057713249812398,-0.034534066654379636,-0.029941357647860184,-0.030059575076453626,-0.1628033657820701,0.00421054453260879,-0.13831174373174526,-0.028523246165816658
