Sector,debtToAssets,quickRatio,CurrentRatio,DebtToEquity,AssetsTurnover,pbRatio,priceToFreeCashFlowsRatio,priceToSalesRatio,ReturnOnAssets,ReturnOnEquity,peRatio,roic,OperatingMargin,NetProfitMargin,grossProfitMargin,epsdilutedGrowth,OperatingMarginIncrease,NetProfitMarginIncrease,NetIncomeGrowth,RevenueGrowth,OperatingIncomeGrowth,GrossProfitGrowth,Time
0.0,0.44731606980856375,2.9720089531604503,3.2382111734228296,0.7557551529954054,0.12771890348923143,0.09101021688730082,3.74921932545959,1.1162389513787334,-0.18189983553484923,0.19286823636160844,-0.2630462347321148,-0.09992997761555447,-1.0608968179589757,-0.968862547560395,0.30311510126122576,0.021260819660233965,-1.6160782057785048,-1.0407070507276404,0.24839959864698208,0.9456713281631589,0.20803869754088208,0.10832326950279487,2016Q3
Basic Materials,0.2413970115941815,3.2043324501585286,4.366407885813071,1.297440325287451,0.13991092897309004,2.8877807689859565,-2.8919016620499307,12.358294538218287,-0.021963004778394718,0.015474144649073823,5.200605645795034,-0.011957727784001209,0.04582873277514596,0.024514038561437027,0.19742207200430867,0.16572912303196602,0.1398482418085722,0.20685511708199372,0.108134488179221,0.06348562190246702,0.10717748332142746,0.10000616838817851,2016Q3
Communication Services,0.4375513838050561,1.7682363516464448,2.0791664154803255,1.4193480405995098,0.14437388502151394,0.0034264042009251655,107.14401972780588,729.11081807647,-0.07276853123806093,-0.016355473882201575,6.661005536934486,0.017589004527932245,-0.593811011282344,-0.561839063718897,0.5482076480163346,0.17942943372591066,-0.2846052039382175,-0.2360619381199379,0.15058651773667303,0.1991422653499411,0.13798164157879772,0.061304598625846564,2016Q3
Consumer Cyclical,0.2811251498829542,0.8846477683437229,1.8701043268685822,1.3116539314234574,0.31073169931630995,-0.015278897636060442,-49.851078170532006,4.48352657444216,0.013472959266379416,0.025942779677618075,20.757703463973613,0.02420221623253944,0.09096128230592301,0.05165943776610106,0.30760829994965605,0.3979876020088281,0.009581895936283388,0.010926857255898455,0.3756825737849386,0.07630943470553375,0.44617038785595875,0.056655831960048975,2016Q3
Consumer Defensive,0.25995770351556213,0.9749306153452935,1.7864937244728367,2.3739619307906223,0.2900192635537932,1.9688740649004906,33.37004250386067,195.13398682596343,-0.009542800993781485,0.023700446033899362,15.503313462559344,0.01098039095268023,-0.14619876571621052,-0.1899822130192566,0.34711685469877135,0.4166070797159287,0.0024363878078286936,0.0033910161858708822,0.2498019356675711,0.017997233741726106,0.144728147735507,0.02233236481165034,2016Q3
Energy,0.2905780287523552,1.2408405018746393,1.743512867755318,1.207417879105549,0.14029622502908615,2.9373629452655714,9.832561828288068,16.384886976204445,0.0004947228274996166,-0.0151441086780413,0.19512361300831932,0.009659631688465124,-0.03471687932713286,-0.16444439302291208,0.19705780753205687,0.04530069234900677,0.12240877982116456,0.2019336869342468,0.11971390885929979,0.14798183375756288,0.12428420688986357,0.45162688836809817,2016Q3
Financial Services,0.13505668485091576,49.445804537264124,17.388320631237256,6.046152319417236,0.03871765363836404,0.9672953860938622,34.25942014020358,18.43095303744722,-0.00480612012210456,0.025969515567999504,12.537896277489976,0.01035969125563717,0.000620064197254381,0.24925062105653675,0.7128682830974982,0.44940706153020976,-0.07094012803205481,0.0906684010936371,0.49358575735946014,0.3611458805117808,0.012478654659498638,0.03877489197063924,2016Q3
Healthcare,0.23954819750964565,3.3534743784701178,4.14864855853078,1.0921052099153485,0.08451350778133426,124.6977781222936,-3091.044696714487,9711.24673814666,-0.15040257375529112,-0.1168466769087347,-314.7233216838539,-0.12547050006111102,-10.666087505208727,-10.491399258952296,0.34708236428687583,0.006085248889820956,-0.1288409092349224,-1.9090665378270721,-0.08670676132815881,47.96228690649905,0.013244246639046543,0.06724042110720761,2016Q3
Industrials,0.29298848612164013,1.3777793265048812,2.105172333461495,1.7314713947189193,0.21838236522472843,2.2132489308782177,30.38260668160646,11.1749332056945,-0.006967250826534254,0.02671995016165922,3.277238024398551,0.009026761045723414,-0.17831636575237494,-0.32335233476818237,0.2752620436407657,-0.11282883995531125,-0.1342574617386127,-0.17244291620031235,-0.05850432836592748,0.021303902504821632,0.06211322994856168,0.06777545369311867,2016Q3
Real Estate,0.42629669275694254,2.366327561352678,2.7226477686163415,2.4739833334277597,0.04480299251912095,2.8750540797894915,52.032545547189976,26.36187700840023,0.005780474881882344,-0.010161021712153372,-2.1766191073428214,-0.023968776600045722,0.19972001904441555,0.22888703630712653,0.6447005150413785,0.10909080370656549,-0.013434214811479063,0.06407399219184477,0.19301056674664538,0.2199928536431571,0.020127522921316407,0.013631440652854007,2016Q3
Technology,0.19237053419206868,1.8466863154103315,2.43243182817981,1.2449008391327365,0.21047295826438572,6.927571526948485,-70.68618329195401,26.295478985585525,-0.03515689879827127,-0.008466357265991752,-12.096371136343391,-0.00311792872199938,-0.17774976135475926,-0.21524046724356008,0.4156169717007065,0.1290538727261765,-0.06399793451790137,-0.0397559216325195,0.11431255816205324,0.08313181112640464,0.09752495326999046,0.05127112349558781,2016Q3
Utilities,0.33321058340922693,0.7431953600471932,1.0784046280398223,2.204055678158451,0.06771758413126679,2.07829039527098,26.379737088501354,9.441663941444364,0.005956409079712762,0.024283764189170772,13.647872375500093,0.01469520406171582,0.21299377413648568,0.03404289053419951,0.4433977725504778,0.17219647208709424,0.019415757960012357,0.005375718638249215,0.3465770669006366,0.09394980566254338,0.43359332920163535,0.1157773717854663,2016Q3
