Quarters,Year,Quarter,FillingDate,Date,MarketCap,EnterpriseValue,bookValuePerShare,debtToAssets,roic,priceToSalesRatio,peRatio,pbRatio,payoutRatio,inventoryTurnover,dividendYield,quickRatio,priceToFreeCashFlowsRatio,grossProfitMargin,epsdilutedGrowth,Industry,Sector,Symbol,ReturnOnAssets,ReturnOnEquity,CurrentRatio,OperatingMargin,NetProfitMargin,DebtToEquity,AssetsTurnover,roicIncrease,quickRatioIncrease,ReturnOnAssetsIncrease,ReturnOnEquityIncrease,CurrentRatioIncrease,OperatingMarginIncrease,NetProfitMarginIncrease,DebtToEquityIncrease,NetIncomeGrowth,RevenueGrowth,OperatingIncomeGrowth,GrossProfitGrowth
2020Q1,2020,Q1,2020-03-31,2020-03-31,1951196724.98,1895829724.98,-0.9895211975716034,0.0,0.0,3411.1830856293705,-183.5211366610233,0.0,0.0,0.0,0.0,0.0,-745.300506103896,0.0,0.0,Biotechnology,Healthcare,ABSI,-0.03001050028791112,0.0,7.254482417038138,-4.353146853146853,-4.646853146853147,0.0,0.006458241596947013,0.0,0.0,-0.003951721256873174,0.0,0.0,-0.6362148489808064,-0.6864801864801864,0.0,0.0,0.27869363566998345,0.0,0.0
2020Q2,2020,Q2,2020-06-30,2020-06-30,1951196724.98,1895829724.98,-0.9895211975716034,0.0,0.0,3459.568661312057,-162.16728099900266,0.0,0.0,0.0,0.0,0.0,-534.7209440887915,0.0,-0.1316779533483821,Biotechnology,Healthcare,ABSI,-0.033962221544784295,0.0,7.254482417038138,-4.98936170212766,-5.333333333333333,0.0,0.006367916539647055,0.0,0.0,-0.003951721256873174,0.0,0.0,-0.6362148489808064,-0.6864801864801864,0.0,-0.1316779533483822,-0.013986013986013986,-0.1301204819277108,0.0
2020Q3,2020,Q3,2020-09-30,2020-09-30,1951196724.98,1895829724.98,-0.9895211975716034,0.0,0.0,2130.1274290174674,-130.1491945691035,0.0,0.0,0.0,0.0,0.0,-566.7141228521638,0.0,-0.2460106382978723,Biotechnology,Healthcare,ABSI,-0.04231728934503043,0.0,7.254482417038138,-3.6724890829694323,-4.091703056768559,0.0,0.010342219060845217,0.0,0.0,-0.008355067800246134,0.0,0.0,1.3168726191582274,1.2416302765647744,0.0,-0.2460106382978723,0.624113475177305,-0.1954513148542999,0.0
2020Q4,2020,Q4,2020-12-31,2020-12-31,1951196724.98,1895829724.98,-0.9895211975716034,0.1637141663561742,0.0700865303158659,715.2480663416422,-98.76476639906863,-21.818633145994543,0.0,0.0,0.0,7.078850916295195,-567.0435120546352,0.0,-0.3177681302828174,Biotechnology,Healthcare,ABSI,-0.055764432250561706,0.0552287874043923,7.254482417038138,-1.6983137829912023,-1.810483870967742,-0.1621416111285056,0.030800844539285756,0.0700865303158659,7.078850916295195,-0.013447142905531277,0.0552287874043923,0.0,1.97417529997823,2.2812191858008166,-0.1621416111285056,-0.317769477054429,1.9781659388646289,-0.3772294887039239,0.0
2021Q1,2021,Q1,2021-03-31,2021-03-31,1951196724.98,1915414724.98,-1.089936110886922,0.6505948400820345,-0.1740207613574278,1835.5566556726249,-44.49910429164386,-19.808500502319724,0.0,0.0,0.0,10.45345293542637,-142.9552879317166,0.0,-1.4153705397987193,Biotechnology,Healthcare,ABSI,-0.04919379086580533,0.1112859506817051,10.65746650566385,-10.487300094073378,-10.312323612417686,-1.4717724333269038,0.004770388586968716,-0.2441072916732937,3.3746020191311743,0.006570641384756375,0.056057163277312805,3.402984088625712,-8.788986311082176,-8.501839741449944,-1.309630822198398,-1.21947762705001,-0.6103372434017595,-1.406216274552126,0.0
2021Q2,2021,Q2,2021-09-07,2021-06-30,1951196724.98,2022366724.98,0.4106776317022639,0.663710273466371,-0.0657769613956252,2680.215281565934,-11.840360727341134,52.57164825488347,0.0,0.0,0.0,3.360159951611277,-60.53225553701061,0.0,-2.541219696969697,Biotechnology,Healthcare,ABSI,-0.16025985140234178,-1.1100094301495351,3.776706206525757,-22.928571428571427,-56.59065934065934,5.926310117203287,0.002831913486598981,0.10824379996180261,-7.093292983815093,-0.11106606053653645,-1.2212953808312403,-6.8807602991380925,-12.44127133449805,-46.27833572824166,7.398082550530191,-2.758255792738552,-0.31514581373471307,-0.4973089343379978,0.0
2021Q3,2021,Q3,2021-11-09,2021-09-30,852377679.44,594830679.44,5.29412172426278,0.0483502145311153,-0.0461491502954263,553.8516435607538,-9.016434791402215,2.196776085955883,0.0,0.0,0.0,9.256016926738958,-31.146186262286697,0.0,0.2940285511968355,Biotechnology,Healthcare,ABSI,-0.052623024187353463,-0.06091033032398399,9.939996032795557,-13.737491877842755,-15.35672514619883,0.15748441418199904,0.003426708734210755,0.019627811100198893,5.895856975127682,0.10763682721498832,1.0490990998255512,6.1632898262698,9.191079550728672,41.23393419446052,-5.768825703021288,0.426331375309481,1.114010989010989,-0.2665947759405703,0.0
2021Q4,2021,Q4,2022-03-22,2021-12-31,736105635.9999999,484660635.9999999,4.078324160528504,0.0026372904421684,-0.0859143989424604,506.9598044077134,-7.312501351029166,2.0106297776333144,0.0,0.0,0.0,7.459434714551523,-28.98624280370151,-3.5826446280991737,0.1515151515151514,Biotechnology,Healthcare,ABSI,-0.059048088316380996,-0.0687394668771698,8.06518207862016,-22.68044077134986,-17.331955922865014,0.164126880939179,0.0034068912117692605,-0.0397652486470341,-1.7965822121874355,-0.006425064129027533,-0.007829136553185803,-1.8748139541753979,-8.942948893507106,-1.9752307766661836,0.006642466757179943,-0.0648218668020648,-0.056530214424951264,-0.5576577428814682,0.0
2022Q1,2022,Q1,2022-05-11,2022-03-31,760994688.15,553202688.15,3.771880835302517,0.046052698123704,-0.0786720851179404,929.1754434065932,-6.450419476418933,2.2349592598738317,0.0,0.0,0.0,5.404565207010172,-27.17255902842248,1.0,-0.1785714285714285,Biotechnology,Healthcare,ABSI,-0.074581500025287,-0.08662069451623514,6.111479872021394,-35.16849816849817,-36.01221001221001,0.1614233353695785,0.0020710059171597634,0.007242313824520008,-2.0548695075413503,-0.015533411708906007,-0.017881227639065342,-1.9537022065987655,-12.488057397148307,-18.680254089345,-0.0027035455696004795,-0.171978065644123,-0.4359504132231405,0.1253795700230778,1.157439446366782
2022Q2,2022,Q2,2022-08-11,2022-06-30,301022736.68,118489736.68,3.4873138540227293,0.0641196784188471,-0.0808614292509284,300.4218928942116,-2.623977830195258,0.9520221405280952,0.0,0.0,0.0,6.51050738356683,-11.373511795065554,1.0,0.0303030303030303,Biotechnology,Healthcare,ABSI,-0.07829327218377626,-0.0907040952835768,7.190710589423198,-28.82934131736527,-28.622754491017965,0.15851710822187715,0.0027353507227386264,-0.0021893441329880053,1.105942176556658,-0.0037117721584892516,-0.004083400767341663,1.0792307174018045,6.339156851132898,7.389455521192048,-0.0029062271477013624,0.0275988336610836,0.22344322344322345,-0.0029163628788667,0.22344322344322345
