Symbol,Sector,Industry
EGO,Basic Materials,Gold
EGP,Real Estate,REIT—Industrial
EGY,Energy,Oil & Gas E&P
EHC,Healthcare,Medical Care Facilities
EIG,Financial Services,Insurance—Specialty
EIX,Utilities,Utilities—Regulated Electric
EL,Consumer Defensive,Household & Personal Products
ELA,Consumer Cyclical,Luxury Goods
ELLO,Utilities,Utilities—Renewable
ELMD,Healthcare,Medical Devices
ELME,Real Estate,REIT—Office
ELP,Utilities,Utilities—Diversified
ELS,Real Estate,REIT—Residential
ELSE,Technology,Scientific & Technical Instruments
ELTK,Technology,Electronic Components
ELV,Healthcare,Healthcare Plans
EME,Industrials,Engineering & Construction
EMF,Financial Services,Asset Management
EML,Industrials,Tools & Accessories
EMN,Basic Materials,Specialty Chemicals
EMR,Industrials,Specialty Industrial Machinery
ENB,Energy,Oil & Gas Midstream
ENLC,Energy,Oil & Gas Midstream
ENOV,Industrials,Specialty Industrial Machinery
ENPH,Technology,Solar
ENS,Industrials,Electrical Equipment & Parts
ENSG,Healthcare,Medical Care Facilities
ENTG,Technology,Semiconductor Equipment & Materials
ENV,Technology,Software—Application
ENVA,Financial Services,Credit Services
EOG,Energy,Oil & Gas E&P
EOI,Financial Services,Asset Management
EOS,Financial Services,Asset Management
EP,Energy,Oil & Gas E&P
EPAC,Industrials,Specialty Industrial Machinery
EPAM,Technology,Information Technology Services
EPC,Consumer Defensive,Household & Personal Products
EPD,Energy,Oil & Gas Midstream
EPM,Energy,Oil & Gas E&P
EPR,Real Estate,REIT—Specialty
EPSN,Energy,Oil & Gas E&P
EQC,Real Estate,REIT—Office
EQIX,Real Estate,REIT—Specialty
EQNR,Energy,Oil & Gas Integrated
EQR,Real Estate,REIT—Residential
EQT,Energy,Oil & Gas E&P
ERF,Energy,Oil & Gas E&P
ERIC,Technology,Communication Equipment
ERIE,Financial Services,Insurance Brokers
ERII,Industrials,Pollution & Treatment Controls
ERJ,Industrials,Aerospace & Defense
ES,Utilities,Utilities—Regulated Electric
ESCA,Consumer Cyclical,Leisure
ESE,Technology,Scientific & Technical Instruments
ESEA,Industrials,Marine Shipping
ESGR,Financial Services,Insurance—Diversified
ESGRO,Financial Services,Insurance—Diversified
ESGRP,Financial Services,Insurance—Diversified
ESLT,Industrials,Aerospace & Defense
ESP,Industrials,Electrical Equipment & Parts
ESRT,Real Estate,REIT—Diversified
ESS,Real Estate,REIT—Residential
ESSA,Financial Services,Banks—Regional
ESTE,Energy,Oil & Gas E&P
ET,Energy,Oil & Gas Midstream
ETB,Financial Services,Asset Management
ETD,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
ETJ,Financial Services,Asset Management
ETN,Industrials,Specialty Industrial Machinery
ETR,Utilities,Utilities—Regulated Electric
EURN,Energy,Oil & Gas Midstream
EVBN,Financial Services,Banks—Regional
EVC,Communication Services,Broadcasting
EVI,Industrials,Industrial Distribution
EVN,Financial Services,Asset Management
EVO,Healthcare,Drug Manufacturers—Specialty & Generic
EVR,Financial Services,Capital Markets
EVRG,Utilities,Utilities—Regulated Electric
EVRI,Consumer Cyclical,Gambling
EVV,Financial Services,Asset Management
EW,Healthcare,Medical Devices
EWBC,Financial Services,Banks—Diversified
EXAS,Healthcare,Diagnostics & Research
EXC,Utilities,Utilities—Regulated Electric
EXEL,Healthcare,Biotechnology
EXLS,Technology,Information Technology Services
EXP,Basic Materials,Building Materials
EXPD,Industrials,Integrated Freight & Logistics
EXPE,Consumer Cyclical,Travel Services
EXPO,Industrials,Consulting Services
EXR,Real Estate,REIT—Industrial
EXTR,Technology,Communication Equipment
EZPW,Financial Services,Credit Services
F,Consumer Cyclical,Auto Manufacturers
FAF,Financial Services,Insurance—Specialty
FANG,Energy,Oil & Gas E&P
FANH,Financial Services,Insurance Brokers
FARO,Technology,Scientific & Technical Instruments
FAST,Industrials,Industrial Distribution
FBIN,Industrials,Building Products & Equipment
FBIZ,Financial Services,Banks—Regional
FBMS,Financial Services,Banks—Regional
FBNC,Financial Services,Banks—Regional
FBP,Financial Services,Banks—Regional
FC,Industrials,Consulting Services
FCAP,Financial Services,Banks—Regional
FCBC,Financial Services,Banks—Regional
FCCO,Financial Services,Banks—Regional
FCF,Financial Services,Banks—Regional
FCFS,Financial Services,Credit Services
FCN,Industrials,Consulting Services
FCNCA,Financial Services,Banks—Regional
FCNCO,Financial Services,Banks—Regional
FCNCP,Financial Services,Banks—Regional
FCX,Basic Materials,Copper
FDBC,Financial Services,Banks—Regional
FDP,Consumer Defensive,Farm Products
FDS,Financial Services,Financial Data & Stock Exchanges
FDUS,Financial Services,Asset Management
FDX,Industrials,Integrated Freight & Logistics
FE,Utilities,Utilities—Regulated Electric
FEIM,Technology,Communication Equipment
FELE,Industrials,Specialty Industrial Machinery
FENC,Healthcare,Biotechnology
FERG,Industrials,Industrial Distribution
FET,Energy,Oil & Gas Equipment & Services
FF,Basic Materials,Chemicals
FFBC,Financial Services,Banks—Regional
FFIC,Financial Services,Banks—Regional
FFIN,Financial Services,Banks—Regional
FFIV,Technology,Software—Infrastructure
FFNW,Financial Services,Banks—Regional
FGBI,Financial Services,Banks—Regional
FGBIP,Financial Services,Banks—Regional
FHI,Financial Services,Asset Management
FHN,Financial Services,Banks—Regional
FIBK,Financial Services,Banks—Regional
FICO,Technology,Software—Application
FIS,Technology,Information Technology Services
FISI,Financial Services,Banks—Regional
FISV,Technology,Information Technology Services
FITB,Financial Services,Banks—Regional
FITBI,Financial Services,Banks—Regional
FITBO,Financial Services,Banks—Regional
FITBP,Financial Services,Banks—Regional
FIX,Industrials,Engineering & Construction
FIZZ,Consumer Defensive,Beverages—Non-Alcoholic
FL,Consumer Cyclical,Apparel Retail
FLEX,Technology,Electronic Components
FLIC,Financial Services,Banks—Regional
FLL,Consumer Cyclical,Resorts & Casinos
FLNG,Energy,Oil & Gas Midstream
FLO,Consumer Defensive,Packaged Foods
FLR,Industrials,Engineering & Construction
FLS,Industrials,Specialty Industrial Machinery
FLT,Technology,Software—Infrastructure
FLWS,Consumer Cyclical,Specialty Retail
FLXS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
FMAO,Financial Services,Banks—Regional
FMBH,Financial Services,Banks—Regional
FMC,Basic Materials,Agricultural Inputs
FMNB,Financial Services,Banks—Regional
FMS,Healthcare,Medical Care Facilities
FMX,Consumer Defensive,Beverages—Brewers
FN,Technology,Electronic Components
FNB,Financial Services,Banks—Regional
FNCB,Financial Services,Banks—Regional
FNF,Financial Services,Insurance—Specialty
FNLC,Financial Services,Banks—Regional
FNV,Basic Materials,Gold
FNWD,Financial Services,Banks—Regional
FOLD,Healthcare,Biotechnology
FONR,Healthcare,Medical Devices
FOR,Real Estate,Real Estate—Development
FORM,Technology,Semiconductors
FORR,Industrials,Consulting Services
FORTY,Technology,Information Technology Services
FR,Real Estate,REIT—Industrial
FRAF,Financial Services,Banks—Regional
FRD,Basic Materials,Steel
FRHC,Financial Services,Capital Markets
FRME,Financial Services,Banks—Regional
FRMEP,Financial Services,Banks—Regional
FRO,Energy,Oil & Gas Midstream
FRPH,Real Estate,Real Estate Services
FRST,Financial Services,Banks—Regional
FRT,Real Estate,REIT—Retail
FSBW,Financial Services,Banks—Regional
FSFG,Financial Services,Banks—Regional
FSK,Financial Services,Asset Management
FSLR,Technology,Solar
FSS,Industrials,Pollution & Treatment Controls
FSTR,Industrials,Railroads
FSV,Real Estate,Real Estate Services
FT,Financial Services,Asset Management
FTI,Energy,Oil & Gas Equipment & Services
FTNT,Technology,Software—Infrastructure
FTS,Utilities,Utilities—Regulated Electric
FUL,Basic Materials,Specialty Chemicals
FULT,Financial Services,Banks—Regional
FULTP,Financial Services,Banks—Regional
FUN,Consumer Cyclical,Leisure
FUNC,Financial Services,Banks—Regional
FUSB,Financial Services,Banks—Regional
FWRD,Industrials,Integrated Freight & Logistics
FXNC,Financial Services,Banks—Regional
G,Technology,Information Technology Services
GABC,Financial Services,Banks—Regional
GAIN,Financial Services,Asset Management
GATX,Industrials,Rental & Leasing Services
GBCI,Financial Services,Banks—Regional
GBDC,Financial Services,Asset Management
GBLI,Financial Services,Insurance—Property & Casualty
GBX,Industrials,Railroads
GCBC,Financial Services,Banks—Regional
GCO,Consumer Cyclical,Apparel Retail
GD,Industrials,Aerospace & Defense
GDEN,Consumer Cyclical,Resorts & Casinos
GDOT,Financial Services,Credit Services
GE,Industrials,Specialty Industrial Machinery
GEF,Consumer Cyclical,Packaging & Containers
GEL,Energy,Oil & Gas Midstream
GEN,Technology,Software—Infrastructure
GENC,Industrials,Farm & Heavy Construction Machinery
GEO,Industrials,Security & Protection Services
GEOS,Energy,Oil & Gas Equipment & Services
GES,Consumer Cyclical,Apparel Retail
GFF,Industrials,Conglomerates
GFI,Basic Materials,Gold
GGAL,Financial Services,Banks—Regional
GGB,Basic Materials,Steel
GGG,Industrials,Specialty Industrial Machinery
GHC,Consumer Defensive,Education & Training Services
GHI,,
GHL,Financial Services,Capital Markets
GHM,Industrials,Specialty Industrial Machinery
GIB,Technology,Information Technology Services
GIC,Industrials,Industrial Distribution
GIII,Consumer Cyclical,Apparel Manufacturing
GIL,Consumer Cyclical,Apparel Manufacturing
GILD,Healthcare,Drug Manufacturers—General
GILT,Technology,Communication Equipment
GIM,Financial Services,Asset Management
GIS,Consumer Defensive,Packaged Foods
GL,Financial Services,Insurance—Life
GLAD,Financial Services,Asset Management
GLBZ,Financial Services,Banks—Regional
GLDD,Industrials,Engineering & Construction
GLNG,Energy,Oil & Gas Midstream
GLP,Energy,Oil & Gas Midstream
GLPG,Healthcare,Biotechnology
GLRE,Financial Services,Insurance—Reinsurance
GLW,Technology,Electronic Components
GM,Consumer Cyclical,Auto Manufacturers
GMAB,Healthcare,Biotechnology
GME,Consumer Cyclical,Specialty Retail
GMED,Healthcare,Medical Devices
GNE,Utilities,Utilities—Regulated Electric
GNFT,Healthcare,Biotechnology
GNK,Industrials,Marine Shipping
GNRC,Industrials,Specialty Industrial Machinery
GNTX,Consumer Cyclical,Auto Parts
GNW,Financial Services,Insurance—Life
GOF,Financial Services,Asset Management
GOGL,Industrials,Marine Shipping
GOGO,Communication Services,Telecom Services
GOLD,Basic Materials,Gold
GOOD,Real Estate,REIT—Diversified
GOODN,Real Estate,REIT—Diversified
GOODO,,
GOOG,Communication Services,Internet Content & Information
GOOGL,Communication Services,Internet Content & Information
GPC,Consumer Cyclical,Specialty Retail
GPI,Consumer Cyclical,Auto & Truck Dealerships
GPK,Consumer Cyclical,Packaging & Containers
GPN,Industrials,Specialty Business Services
GPOR,Energy,Oil & Gas E&P
GPRE,Basic Materials,Specialty Chemicals
GPRK,Energy,Oil & Gas E&P
GPS,Consumer Cyclical,Apparel Retail
GRBK,Consumer Cyclical,Residential Construction
GRC,Industrials,Specialty Industrial Machinery
GRFS,Healthcare,Drug Manufacturers—General
GRMN,Technology,Scientific & Technical Instruments
GRVY,Communication Services,Electronic Gaming & Multimedia
GS,Financial Services,Capital Markets
GSBC,Financial Services,Banks—Regional
GSK,Healthcare,Drug Manufacturers—General
GSL,Industrials,Marine Shipping
GT,Consumer Cyclical,Auto Parts
GTE,Energy,Oil & Gas E&P
GTLS,Industrials,Specialty Industrial Machinery
GTN,Communication Services,Broadcasting
GTY,Real Estate,REIT—Retail
GVA,Industrials,Engineering & Construction
GWRE,Technology,Software—Application
GWW,Industrials,Industrial Distribution
H,Consumer Cyclical,Lodging
HA,Industrials,Airlines
HAE,Healthcare,Medical Instruments & Supplies
HAFC,Financial Services,Banks—Regional
HAIN,Consumer Defensive,Packaged Foods
HAL,Energy,Oil & Gas Equipment & Services
HALO,Healthcare,Biotechnology
HAS,Consumer Cyclical,Leisure
HAYN,Industrials,Metal Fabrication
HBAN,Financial Services,Banks—Regional
HBANM,Financial Services,Banks—Regional
HBANP,Financial Services,Banks—Regional
HBCP,Financial Services,Banks—Regional
HBI,Consumer Cyclical,Apparel Manufacturing
HBM,Basic Materials,Copper
HBNC,Financial Services,Banks—Regional
HCA,Healthcare,Medical Care Facilities
HCCI,Industrials,Waste Management
HCI,Financial Services,Insurance—Property & Casualty
HCKT,Technology,Information Technology Services
HCM,Healthcare,Drug Manufacturers—Specialty & Generic
HCSG,Healthcare,Medical Care Facilities
HD,Consumer Cyclical,Home Improvement Retail
HDSN,Basic Materials,Specialty Chemicals
HE,Utilities,Utilities—Diversified
HEAR,Technology,Consumer Electronics
HEES,Industrials,Rental & Leasing Services
HEI,Industrials,Aerospace & Defense
HELE,Consumer Defensive,Household & Personal Products
HEP,Energy,Oil & Gas Midstream
HES,Energy,Oil & Gas E&P
HFBL,Financial Services,Banks—Regional
HFWA,Financial Services,Banks—Regional
HHC,Real Estate,Real Estate—Diversified
HHS,Communication Services,Advertising Agencies
HI,Industrials,Specialty Industrial Machinery
HIBB,Consumer Cyclical,Apparel Retail
HIFS,Financial Services,Banks—Regional
HIG,Financial Services,Insurance—Diversified
HIMX,Technology,Semiconductors
HIW,Real Estate,REIT—Office
HL,Basic Materials,Gold
HLF,Consumer Defensive,Packaged Foods
HLIO,Industrials,Specialty Industrial Machinery
HLIT,Technology,Communication Equipment
HMC,Consumer Cyclical,Auto Manufacturers
HMN,Financial Services,Insurance—Property & Casualty
HMNF,Financial Services,Banks—Regional
HMST,Financial Services,Banks—Regional
HNI,Industrials,Business Equipment & Supplies
HNNA,Financial Services,Asset Management
HNRG,Energy,Thermal Coal
HOFT,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
HOG,Consumer Cyclical,Recreational Vehicles
HOLI,Industrials,Electrical Equipment & Parts
HOLX,Healthcare,Medical Instruments & Supplies
HOMB,Financial Services,Banks—Regional
HON,Industrials,Conglomerates
HOPE,Financial Services,Banks—Regional
HOUS,Real Estate,Real Estate Services
HOV,Consumer Cyclical,Residential Construction
HOVNP,Consumer Cyclical,Homebuilding & Construction
HP,Energy,Oil & Gas Drilling
HPP,Real Estate,REIT—Office
HPQ,Technology,Computer Hardware
HQH,Financial Services,Asset Management
HQI,Industrials,Staffing & Employment Services
HQL,Financial Services,Asset Management
HR,Real Estate,REIT—Healthcare Facilities
HRB,Consumer Cyclical,Personal Services
HRL,Consumer Defensive,Packaged Foods
HROW,Healthcare,Drug Manufacturers—Specialty & Generic
HRZN,Financial Services,Asset Management
HSBC,Financial Services,Banks—Diversified
HSC,Industrials,Waste Management
HSIC,Healthcare,Medical Distribution
HSII,Industrials,Staffing & Employment Services
HSKA,Healthcare,Medical Devices
HSON,Industrials,Staffing & Employment Services
HST,Real Estate,REIT—Hotel & Motel
HSTM,Healthcare,Health Information Services
HSY,Consumer Defensive,Confectioners
HT,Real Estate,REIT—Hotel & Motel
HTBK,Financial Services,Banks—Regional
HTGC,Financial Services,Asset Management
HTH,Financial Services,Banks—Regional
HTHT,Consumer Cyclical,Lodging
HTLD,Industrials,Trucking
HTLF,Financial Services,Banks—Regional
HTLFP,Financial Services,Banks—Regional
HTZ,Industrials,Rental & Leasing Services
HTZWW,,
HUBB,Industrials,Electrical Equipment & Parts
HUBG,Industrials,Integrated Freight & Logistics
HUM,Healthcare,Healthcare Plans
HUN,Basic Materials,Chemicals
HURC,Industrials,Specialty Industrial Machinery
HURN,Industrials,Consulting Services
HVT,Consumer Cyclical,Home Improvement Retail
HWBK,Financial Services,Banks—Regional
HWC,Financial Services,Banks—Regional
HWKN,Basic Materials,Specialty Chemicals
HWM,Industrials,Specialty Industrial Machinery
HXL,Industrials,Aerospace & Defense
HY,Industrials,Farm & Heavy Construction Machinery
HZNP,Healthcare,Drug Manufacturers—General
HZO,Consumer Cyclical,Specialty Retail
IAC,Communication Services,Internet Content & Information
IART,Healthcare,Medical Devices
IBCP,Financial Services,Banks—Regional
IBKR,Financial Services,Capital Markets
IBM,Technology,Information Technology Services
IBN,Financial Services,Banks—Regional
IBOC,Financial Services,Banks—Regional
ICCC,Healthcare,Biotechnology
ICE,Financial Services,Financial Data & Stock Exchanges
ICFI,Industrials,Consulting Services
ICL,Basic Materials,Agricultural Inputs
ICLR,Healthcare,Diagnostics & Research
ICUI,Healthcare,Medical Instruments & Supplies
IDA,Utilities,Utilities—Regulated Electric
IDCC,Communication Services,Telecom Services
IDR,Basic Materials,Gold
IDT,Communication Services,Telecom Services
IDXX,Healthcare,Diagnostics & Research
IEP,Industrials,Conglomerates
IESC,Industrials,Engineering & Construction
IEX,Industrials,Specialty Industrial Machinery
IFF,Basic Materials,Specialty Chemicals
IFN,Financial Services,Asset Management
IFS,Financial Services,Banks—Regional
IGD,Financial Services,Asset Management
IGT,Consumer Cyclical,Gambling
IHG,Consumer Cyclical,Lodging
III,Technology,Information Technology Services
IIIN,Industrials,Metal Fabrication
IIVI,Technology,Scientific & Technical Instruments
ILMN,Healthcare,Diagnostics & Research
IMAX,Communication Services,Entertainment
IMGN,Healthcare,Biotechnology
IMKTA,Consumer Defensive,Grocery Stores
IMMR,Technology,Software—Application
IMO,Energy,Oil & Gas Integrated
INBK,Financial Services,Banks—Regional
INCY,Healthcare,Biotechnology
INDB,Financial Services,Banks—Regional
INDT,Real Estate,Real Estate Services
INFN,Technology,Communication Equipment
INFU,Healthcare,Medical Instruments & Supplies
INFY,Technology,Information Technology Services
ING,Financial Services,Banks—Diversified
INGR,Consumer Defensive,Packaged Foods
INLX,Technology,Software—Application
INN,Real Estate,REIT—Hotel & Motel
INSM,Healthcare,Biotechnology
INT,Energy,Oil & Gas Refining & Marketing
INTC,Technology,Semiconductors
INTG,Consumer Cyclical,Lodging
INTT,Technology,Semiconductor Equipment & Materials
INTU,Technology,Software—Application
INVA,Healthcare,Biotechnology
INVE,Technology,Computer Hardware
IONR,Basic Materials,Other Industrial Metals & Mining
IONS,Healthcare,Biotechnology
IOR,Financial Services,Mortgage Finance
IOSP,Basic Materials,Specialty Chemicals
IOVA,Healthcare,Biotechnology
IP,Consumer Cyclical,Packaging & Containers
IPAR,Consumer Defensive,Household & Personal Products
IPG,Communication Services,Advertising Agencies
IPGP,Technology,Semiconductor Equipment & Materials
IPI,Basic Materials,Agricultural Inputs
IRBT,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
IRDM,Communication Services,Telecom Services
IRM,Real Estate,REIT—Specialty
IROQ,Financial Services,Banks—Regional
IRS,Industrials,Conglomerates
IRT,Real Estate,REIT—Residential
IRWD,Healthcare,Drug Manufacturers—Specialty & Generic
ISDR,Technology,Software—Application
ISIG,Communication Services,Advertising Agencies
ISRG,Healthcare,Medical Instruments & Supplies
ISSC,Industrials,Aerospace & Defense
IT,Technology,Information Technology Services
ITGR,Healthcare,Medical Devices
ITIC,Financial Services,Insurance—Specialty
ITRI,Technology,Scientific & Technical Instruments
ITRN,Technology,Communication Equipment
ITT,Industrials,Specialty Industrial Machinery
ITUB,Financial Services,Banks—Regional
ITW,Industrials,Specialty Industrial Machinery
IVAC,Industrials,Aerospace & Defense
IVR,Real Estate,REIT—Mortgage
IVT,Real Estate,REIT—Retail
IVZ,Financial Services,Asset Management
IX,Financial Services,Credit Services
J,Industrials,Engineering & Construction
JACK,Consumer Cyclical,Restaurants
JAKK,Consumer Cyclical,Leisure
JAZZ,Healthcare,Biotechnology
JBHT,Industrials,Integrated Freight & Logistics
JBL,Technology,Electronic Components
JBLU,Industrials,Airlines
JBSS,Consumer Defensive,Packaged Foods
JBT,Industrials,Specialty Industrial Machinery
JCI,Industrials,Building Products & Equipment
JCTCF,Basic Materials,Lumber & Wood Production
JEF,Financial Services,Capital Markets
JHG,Financial Services,Asset Management
JHX,Basic Materials,Building Materials
JJSF,Consumer Defensive,Packaged Foods
JKHY,Technology,Information Technology Services
JKS,Technology,Solar
JLL,Real Estate,Real Estate Services
JMM,Financial Services,Asset Management
JNJ,Healthcare,Drug Manufacturers—General
JNPR,Technology,Communication Equipment
JOE,Real Estate,Real Estate—Diversified
JOUT,Consumer Cyclical,Leisure
JPM,Financial Services,Banks—Diversified
JWN,Consumer Cyclical,Department Stores
K,Consumer Defensive,Packaged Foods
KAI,Industrials,Specialty Industrial Machinery
KALU,Basic Materials,Aluminum
KAMN,Industrials,Aerospace & Defense
KAR,Consumer Cyclical,Auto & Truck Dealerships
KB,Financial Services,Banks—Regional
KBAL,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
KBH,Consumer Cyclical,Residential Construction
KBR,Industrials,Engineering & Construction
KDP,Consumer Defensive,Beverages—Non-Alcoholic
KELYA,Industrials,Staffing & Employment Services
KELYB,Industrials,Staffing & Employment Services
KEP,Utilities,Utilities—Regulated Electric
KEQU,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
KEX,Industrials,Marine Shipping
KEY,Financial Services,Banks—Regional
KFFB,Financial Services,Banks—Regional
KFRC,Industrials,Staffing & Employment Services
KFS,Consumer Cyclical,Auto & Truck Dealerships
KFY,Industrials,Staffing & Employment Services
KGC,Basic Materials,Gold
KIM,Real Estate,REIT—Retail
KKR,Financial Services,Asset Management
KLAC,Technology,Semiconductor Equipment & Materials
KLIC,Technology,Semiconductor Equipment & Materials
KMB,Consumer Defensive,Household & Personal Products
KMDA,Healthcare,Drug Manufacturers—Specialty & Generic
KMI,Energy,Oil & Gas Midstream
KMPR,Financial Services,Insurance—Property & Casualty
KMT,Industrials,Tools & Accessories
KMX,Consumer Cyclical,Auto & Truck Dealerships
KNX,Industrials,Trucking
KO,Consumer Defensive,Beverages—Non-Alcoholic
KOF,Consumer Defensive,Beverages—Non-Alcoholic
KOP,Basic Materials,Specialty Chemicals
KOS,Energy,Oil & Gas E&P
KOSS,Technology,Consumer Electronics
KR,Consumer Defensive,Grocery Stores
KRC,Real Estate,REIT—Office
KRG,Real Estate,REIT—Retail
KRNY,Financial Services,Banks—Regional
KRO,Basic Materials,Specialty Chemicals
KSS,Consumer Cyclical,Department Stores
KT,Communication Services,Telecom Services
KTCC,Technology,Computer Hardware
KTOS,Industrials,Aerospace & Defense
KVHI,Technology,Communication Equipment
KW,Real Estate,Real Estate Services
KWR,Basic Materials,Specialty Chemicals
KYN,Financial Services,Asset Management
L,Financial Services,Insurance—Property & Casualty
LAC,Basic Materials,Other Industrial Metals & Mining
LAD,Consumer Cyclical,Auto & Truck Dealerships
LAKE,Consumer Cyclical,Apparel Manufacturing
LAMR,Real Estate,REIT—Specialty
LANC,Consumer Defensive,Packaged Foods
LARK,Financial Services,Banks—Regional
LAZ,Financial Services,Capital Markets
LBAI,Financial Services,Banks—Regional
LBTYA,Communication Services,Telecom Services
LBTYB,Communication Services,Telecom Services
LBTYK,Communication Services,Telecom Services
LC,Financial Services,Credit Services
LCII,Consumer Cyclical,Recreational Vehicles
LCNB,Financial Services,Banks—Regional
LCUT,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
LDOS,Technology,Information Technology Services
LEA,Consumer Cyclical,Auto Parts
LECO,Industrials,Tools & Accessories
LEE,Communication Services,Publishing
LEG,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
LEN,Consumer Cyclical,Residential Construction
LEO,Financial Services,Asset Management
LEU,Energy,Uranium
LEVI,Consumer Cyclical,Apparel Manufacturing
LFUS,Technology,Electronic Components
LFVN,Consumer Defensive,Packaged Foods
LGL,Technology,Electronic Components
LGND,Healthcare,Biotechnology
LGO,Basic Materials,Other Industrial Metals & Mining
LH,Healthcare,Diagnostics & Research
LHX,Industrials,Aerospace & Defense
LII,Industrials,Building Products & Equipment
LIN,Basic Materials,Specialty Chemicals
LINC,Consumer Defensive,Education & Training Services
LINK,Technology,Electronic Components
LIVE,Consumer Cyclical,Home Improvement Retail
LIVN,Healthcare,Medical Devices
LIXT,Healthcare,Biotechnology
LKFN,Financial Services,Banks—Regional
LKQ,Consumer Cyclical,Auto Parts
LLY,Healthcare,Drug Manufacturers—General
LMAT,Healthcare,Medical Instruments & Supplies
LMNL,Healthcare,Biotechnology
LMNR,Consumer Defensive,Farm Products
LMT,Industrials,Aerospace & Defense
LNC,Financial Services,Insurance—Life
LND,Consumer Defensive,Farm Products
LNG,Energy,Oil & Gas Midstream
LNN,Industrials,Farm & Heavy Construction Machinery
LNT,Utilities,Utilities—Regulated Electric
LNW,Consumer Cyclical,Gambling
LOAN,Real Estate,REIT—Mortgage
LOGI,Technology,Computer Hardware
LOPE,Consumer Defensive,Education & Training Services
LOW,Consumer Cyclical,Home Improvement Retail
LPL,Technology,Consumer Electronics
LPLA,Financial Services,Capital Markets
LPSN,Technology,Software—Application
LPX,Industrials,Building Products & Equipment
LQDT,Consumer Cyclical,Internet Retail
LRCX,Technology,Semiconductor Equipment & Materials
LRN,Consumer Defensive,Education & Training Services
LSAK,Technology,Software—Infrastructure
LSBK,Financial Services,Banks—Regional
LSCC,Technology,Semiconductors
LSI,Real Estate,REIT—Industrial
LSTR,Industrials,Integrated Freight & Logistics
LTBR,Industrials,Electrical Equipment & Parts
LTC,Real Estate,REIT—Healthcare Facilities
LTRX,Technology,Communication Equipment
LULU,Consumer Cyclical,Apparel Retail
LUNA,Technology,Scientific & Technical Instruments
LUV,Industrials,Airlines
LVS,Consumer Cyclical,Resorts & Casinos
LWAY,Consumer Defensive,Packaged Foods
LWLG,Basic Materials,Specialty Chemicals
LXFR,Industrials,Specialty Industrial Machinery
LXP,Real Estate,REIT—Industrial
LXU,Basic Materials,Chemicals
LYB,Basic Materials,Specialty Chemicals
LYTS,Technology,Electronic Components
LYV,Communication Services,Entertainment
LZB,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
M,Consumer Cyclical,Department Stores
MA,Financial Services,Credit Services
MAA,Real Estate,REIT—Residential
MAC,Real Estate,REIT—Retail
MAG,Basic Materials,Silver
MAIN,Financial Services,Asset Management
MAN,Industrials,Staffing & Employment Services
MANH,Technology,Software—Application
MANU,Communication Services,Entertainment
MAR,Consumer Cyclical,Lodging
MARPS,Energy,Oil & Gas Midstream
MAS,Industrials,Building Products & Equipment
MASI,Healthcare,Medical Instruments & Supplies
MAT,Consumer Cyclical,Leisure
MATV,Basic Materials,Paper & Paper Products
MATW,Industrials,Conglomerates
MATX,Industrials,Marine Shipping
MAYS,Real Estate,Real Estate Services
MBCN,Financial Services,Banks—Regional
MBI,Financial Services,Insurance—Specialty
MBWM,Financial Services,Banks—Regional
MCBC,Financial Services,Banks—Regional
MCD,Consumer Cyclical,Restaurants
MCHP,Technology,Semiconductors
MCK,Healthcare,Medical Distribution
MCO,Financial Services,Financial Data & Stock Exchanges
MCRI,Consumer Cyclical,Resorts & Casinos
MCS,Communication Services,Entertainment
MCY,Financial Services,Insurance—Property & Casualty
MD,Healthcare,Medical Care Facilities
MDC,Consumer Cyclical,Residential Construction
MDGL,Healthcare,Biotechnology
MDLZ,Consumer Defensive,Confectioners
MDT,Healthcare,Medical Devices
MDU,Industrials,Conglomerates
MED,Consumer Cyclical,Personal Services
MEI,Technology,Electronic Components
MEIP,Healthcare,Biotechnology
MELI,Consumer Cyclical,Internet Retail
MEOH,Basic Materials,Chemicals
MERC,Basic Materials,Paper & Paper Products
MET,Financial Services,Insurance—Life
MFA,Real Estate,REIT—Mortgage
MFC,Financial Services,Insurance—Life
MFD,Financial Services,Asset Management
MFIC,Financial Services,Asset Management
MFIN,Financial Services,Credit Services
MG,Industrials,Security & Protection Services
MGA,Consumer Cyclical,Auto Parts
MGEE,Utilities,Utilities—Diversified
MGI,Financial Services,Credit Services
MGIC,Technology,Information Technology Services
MGM,Consumer Cyclical,Resorts & Casinos
MGPI,Consumer Defensive,Beverages—Wineries & Distilleries
MGRC,Industrials,Rental & Leasing Services
MGYR,Financial Services,Banks—Regional
MHH,Industrials,Staffing & Employment Services
MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MHO,Consumer Cyclical,Residential Construction
MIDD,Industrials,Specialty Industrial Machinery
MINDP,Technology,Scientific & Technical Instruments
MITK,Technology,Software—Application
