Symbol,Year,Date,FillingDate,EnterpriseValue,bookValuePerShare,debtToAssets,roic,priceToSalesRatio,peRatio,pbRatio,payoutRatio,inventoryTurnover,dividendYield,quickRatio,priceToFreeCashFlowsRatio,grossProfitMargin,epsdilutedGrowth,Industry,Sector,Price,MarketCap,AvgVolume,ReturnOnAssets,ReturnOnEquity,CurrentRatio,OperatingMargin,NetProfitMargin,DebtToEquity,AssetsTurnover,roicIncrease,quickRatioIncrease,ReturnOnAssetsIncrease,ReturnOnEquityIncrease,CurrentRatioIncrease,OperatingMarginIncrease,NetProfitMarginIncrease,DebtToEquityIncrease,NetIncomeGrowth,RevenueGrowth,OperatingIncomeGrowth,GrossProfitGrowth
A,2011,2011-10-31,2011-12-16,7860440000.0,12.414985590778098,0.2412498619852048,0.1617502211684139,1.3911473922902495,9.093320158102769,2.1361281337047355,0.0,3.43652561247216,0.0,2.3881328252585736,8.584365671641791,0.5334845049130763,0.6101694915254238,Diagnostics & Research,Healthcare,118.36,34960703360,2023500,0.1117367781826211,0.234911792014856,3.03157321720196,0.1619047619047619,0.1529856386999244,1.100510677808728,0.7303742961245445,0.0808922001539835,1.247036490519683,0.0411922237271756,0.0230158812341869,1.0306001390313466,0.05793709107449,0.0273427290746488,-0.9007284795642584,0.47953216374269,0.2150991917707568,0.892226148409894,0.2044368600682594
AACG,2011,2011-03-31,2011-03-31,-37978245.26789111,16.218243747868662,0.0,0.0491456732832535,0.7570814856682034,11.64724928501166,0.6319783903668015,0.0,432.624756095086,0.0,4.671920810570721,3.951703140672228,0.5090019716797826,1.5569620253164556,Education & Training Services,Consumer Defensive,1.41,44536119,12793,0.0453649109234033,0.0542598835915761,4.825836677806773,0.0687461336244973,0.0650008827957738,0.1960760527710863,0.6979122278375091,0.153014437287843,0.8779640457597799,0.1278613759431429,0.156582785412614,0.8746448254665449,0.1914044274589365,0.2092679863988393,-0.044254691055987,1.5588124760767266,0.2402640381691593,1.6951291643818391,0.3393270395805796
AADI,2011,2011-12-31,2012-03-30,162536085.0,-0.0377775647501009,18.11320754716981,-0.3957432849644952,0.0,-7252.521098459478,-2382.3663752640227,0.0,0.0,0.0,0.055146321573241,-8440.044169611307,0.0,0.0,Biotechnology,Healthcare,6.35,155174950,119009,-3.380377358490566,0.3284880309786435,0.0885683346479325,0.0,0.0,-1.7601501994836892,0.0,0.0789917841385373,-0.0106978035121111,0.0271024109143969,-0.0439505025876909,-0.0103516782725079,0.0,0.0,-0.0191906070810317,0.0,4.095809523809524,0.0,0.0
AAIC,2011,2011-12-31,2012-02-23,88570600.0,23.752849740932643,0.015705819529663,0.0,5.336474705901416,10.85267251038028,0.8979975132517505,1.583668358267976,0.0,0.1459242741134261,0.0,6.040187807204167,0.0,-0.4201183431952662,REIT—Mortgage,Real Estate,4.57,129607028,336629,0.0158869599815718,0.0827443666426717,0.0,0.0,0.4917198690734679,4.208319699845124,0.0323089648817875,0.0,0.0,-0.0425010769057172,-0.0399164682593324,0.0,0.0,-0.145436819801574,3.107532596165206,-0.4292860904235311,-0.2604850692613718,0.0,0.0
AAL,2011,2011-12-31,2012-02-15,8570673950.0,-56.89482737928552,0.3446829922844683,-0.5440082999538436,0.0264262041786563,-0.3201990651844366,-0.0891117915904936,-1.1227889543203635,18.93354943273906,3.506534142045763,0.5681344148319815,-0.678451766595289,0.5128237207556612,-3.1878306878306883,Airlines,Industrials,18.57,12123665464,25640855,-0.0829838980207983,0.2783012234566165,0.7829663962920046,-0.0137203386296342,-0.0825305475624504,-1.1559555618056532,1.0054931231130493,-0.5807877293539607,-0.0279931478103875,-0.0642099822044718,0.158909588475628,0.0041509065425741,-0.0276129863517813,-0.0612856219873489,1.6668581264072748,-3.201698513800425,0.0815967523680649,-2.0681818181818183,-0.2289798733462913
AAME,2011,2011-12-31,2012-03-26,63572740.0,4.348161864330232,0.5700580591650539,0.0,0.3686216746104181,13.25827963525836,0.4530650103347632,0.135258358662614,0.0,0.0102018031285835,0.1796719319562576,4.808172398589066,1.0,0.3333333333333333,Insurance—Life,Financial Services,1.9,38697680,4303,0.0454796792922311,0.0341722322049918,0.1293134872417983,0.0,0.0278031301761146,2.138080746180292,1.6357755045617914,-0.0201160323083005,-0.1509331428648223,-0.0363841764855247,0.0040245776272162,-0.0549740859527365,-0.026858728399923,0.0049736689074449,-0.2185032452095474,0.3196951464099478,0.0836164503988058,-1.0,0.0836164503988058
AAN,2011,2011-12-31,2012-02-29,2159398680.0,12.503732346576868,0.1451869551260439,0.0949864354328057,1.029488258436431,18.3158093295947,2.1337628845921475,0.0358012428911723,0.4366154224401468,0.0019546634411248,0.598307556472654,9.099913880445795,0.8139951157308939,-0.0069444444444444,Rental & Leasing Services,Industrials,13.78,425921886,321749,0.0655661271740928,0.1164984220022651,2.024014312027328,0.0929256159312348,0.0562076313369883,0.7768080413371918,1.166498669566706,-0.022812364481494,0.2767749184725996,-0.0132423453891398,-0.0043653163236981,-0.145879390940093,-0.010376358070908,-0.0068641054641467,0.2431691520796028,-0.0389352571467189,0.0784304740876587,-0.0298944718952765,0.0818495570340058
AAOI,2011,2011-12-31,2011-12-31,109969386.48,2.3102094138463736,0.4206205908084061,-0.0862893721258059,1.8633023929765888,-16.73055301801802,4.31129746952989,0.0,2.72022729066372,0.0,0.4750724247119854,-14.656426583360735,0.279515050167224,-0.4760035801860011,Semiconductors,Technology,8.34,243492138,1322227,-0.0991753997356811,-0.2576900754497969,0.93562622111433,-0.0780518394648829,-0.1113712374581939,1.5983265621977172,0.8904938294585187,-0.0862893721258059,0.4750724247119854,-0.0362600748282858,-0.0942155155736119,0.0,-0.0016607208894674,-0.0278917739001905,0.0,-0.5763313609467455,0.1815554842055867,-0.2072421597154866,0.0325868725868725
AAON,2011,2011-12-31,2012-03-14,510461951.75,2.2051932856307097,0.0255613724361803,0.1226323102484673,1.9003078346855984,36.17188272200772,4.129660678426827,0.4243529243529244,6.293321506237839,0.0117315686223526,1.1423217101351877,-53.64792701484623,0.1738449402749605,-0.3421052631578947,Building Products & Equipment,Industrials,95.18,5163771986,318708,0.0781423726540806,0.1141677006465095,2.181275363817303,0.0900420704680339,0.0525354969574036,0.4610216809247045,1.48742045245026,-0.0650404731583067,-0.2879050735099042,-0.0584586368482185,-0.0733788776178237,-0.3499832578237059,-0.0437331593399414,-0.0369914748113817,0.0880700537906704,-0.3611948479035352,0.0886028329353266,-0.2672780070304142,-0.1613937812567949
AAP,2011,2011-12-31,2012-02-28,5623503600.0,11.21282729436657,0.1137888380892149,0.3277611528105201,0.8533268011374189,13.340919018348949,6.209852178404885,0.047009997922378,1.5178326884166569,0.0035237450926522,0.0904567217048506,9.390463332857754,0.4974165629737287,0.2936708860759494,Specialty Retail,Consumer Cyclical,68.8,4089740526,2468909,0.1079618595780788,0.465474092891496,1.0484236987944924,0.1077134904971459,0.0639631197793617,3.311467908302021,1.687876700675155,0.1363153344031231,-0.040903751192306,0.0047923270165301,0.1325304171789998,-0.1010431172910117,0.0089940035867396,0.0055595511590123,1.0843167577056043,0.140524717312088,0.0413925058770138,0.1362703078814154,0.0364618421208145
AAPL,2011,2011-09-24,2011-10-26,363862879103.2,2.9604828954685813,0.0,0.3342360555427792,3.4520215346395813,14.41547253696474,4.877346199872087,0.0,83.02963917525773,0.0,1.346764390418305,12.424040931715265,0.4047889587894576,0.8333333333333331,Consumer Electronics,Technology,188.61,2966590185462,56980281,0.2227530914059344,0.3383410559289956,1.6084376117268502,0.3121506896137608,0.2394664153941376,0.5189062194087319,0.9302059791528816,0.0434732113382502,-0.3685140576079473,0.0363678713428883,0.0451268524178742,-0.4028547345717694,0.0302802411660797,0.0246254801699137,-0.0542560914866249,0.849853707271819,0.6596243771559984,0.8379113407669295,0.706042672480922
AAT,2011,2011-12-31,2012-03-09,1584474011.06,17.03541061987157,0.5519741926576145,0.037448630464285,3.5921610646116013,258.3880737264313,1.2039627607259065,15.81179293794995,0.0,0.0611939735062644,4.8835326769312095,-4.254688179847587,0.7143449478846456,-0.3599487959036723,REIT—Diversified,Real Estate,19.96,1534892104,444395,0.0017065655091234,0.0046595136662561,5.957675279191172,0.2801218169600091,0.0139021937537829,1.6445719141703845,0.1227551233530355,0.0,-1.0880598223690985,-0.0022125042241847,-0.0312710375587795,-3.2928145053036517,-0.0807544916867531,-0.0200567050442007,-6.250762611651366,-0.3338661794930349,0.6271655680496316,0.2630493177178468,0.6118507366383482
AAU,2011,2011-12-31,2011-12-31,125290375.562426,0.9314026597693968,0.0,0.1318488932452342,1682.6869607851531,20.079148156472133,2.7460454113726143,0.0,0.0,0.0,53.55982070334827,-14.02396615226873,1.0,2.7725258493353024,Gold,Basic Materials,0.1365,18730665,437640,0.135327364751672,0.1367610513141952,54.99675276987845,80.57119060748093,83.80270655270655,0.0105942103073833,0.0016148328654106,0.2362018572049858,22.02985292907928,0.2306584644809072,0.23382678309775,9.057739927316462,101.3278398296474,101.54413194930436,-0.0076016571403473,3.105509586532789,-0.5542537611503129,2.7302554371142054,-0.5542537611503129
