Quarters,Year,Quarter,FillingDate,Date,MarketCap,EnterpriseValue,bookValuePerShare,debtToAssets,roic,priceToSalesRatio,peRatio,pbRatio,payoutRatio,inventoryTurnover,dividendYield,quickRatio,priceToFreeCashFlowsRatio,grossProfitMargin,epsdilutedGrowth,Industry,Sector,Symbol,ReturnOnAssets,ReturnOnEquity,CurrentRatio,OperatingMargin,NetProfitMargin,DebtToEquity,AssetsTurnover,roicIncrease,quickRatioIncrease,ReturnOnAssetsIncrease,ReturnOnEquityIncrease,CurrentRatioIncrease,OperatingMarginIncrease,NetProfitMarginIncrease,DebtToEquityIncrease,NetIncomeGrowth,RevenueGrowth,OperatingIncomeGrowth,GrossProfitGrowth
2012Q1,2012,Q1,2012-03-31,2012-03-31,613834968.24,546823968.24,-2.4439008000819267,0.0,0.0,7221.587861647059,-30.279941211523283,0.0,0.0,0.0,0.0,0.0,-94.5670880049299,0.0,0.0,Biotechnology,Healthcare,BLUE,-0.07310810420934191,0.0,14.646499567847883,-60.423529411764704,-59.62352941176471,0.0,0.0012261619687833588,0.0,0.0,0.007284844638065835,0.0,0.0,6.305882352941175,5.941176470588239,0.0,0.0,1.535587049815046,0.0,0.0
2012Q2,2012,Q2,2012-06-30,2012-06-30,613834968.24,546823968.24,-2.4439008000819267,0.0,0.0,7221.587861647059,-33.63110717948718,0.0,0.0,0.0,0.0,0.0,-147.3793441152461,0.0,-0.1539043195290241,Biotechnology,Healthcare,BLUE,-0.06582325957127608,0.0,14.646499567847883,-54.11764705882353,-53.68235294117647,0.0,0.0012261619687833588,0.0,0.0,0.007284844638065835,0.0,0.0,6.305882352941175,5.941176470588239,0.0,0.0996448303078137,0.0,0.1043613707165109,0.0
2012Q3,2012,Q3,2012-09-30,2012-09-30,613834968.24,546823968.24,-2.4439008000819267,0.0,0.0,7221.587861647059,-30.442123003372348,0.0,0.0,0.0,0.0,0.0,-143.99131321604503,0.0,1.0538633464783458,Biotechnology,Healthcare,BLUE,-0.07271861746631661,0.0,14.646499567847883,-59.10588235294118,-59.305882352941175,0.0,0.0012261619687833588,0.0,0.0,-0.0068953578950405325,0.0,0.0,-4.988235294117651,-5.623529411764707,0.0,-0.1047556432171816,0.0,-0.0921739130434782,0.0
2012Q4,2012,Q4,2012-12-31,2012-12-31,613834968.24,546823968.24,-2.4439008000819267,0.0,0.1606543849893267,7221.587861647059,-17.054761286952658,-11.011085228622168,0.0,0.0,0.0,14.479472774416594,-87.79104236842106,0.0,-29.56542834383373,Biotechnology,Healthcare,BLUE,-0.12980006347191367,0.1614077887599332,14.646499567847883,-105.36470588235294,-105.85882352941177,0.0,0.0012261619687833588,0.1606543849893267,14.479472774416594,-0.05708144600559706,0.1614077887599332,0.0,-46.25882352941176,-46.55294117647059,0.0,-0.7849633009323547,0.0,-0.7826433121019108,0.0
2013Q1,2013,Q1,2013-03-31,2013-03-31,613834968.24,481998968.24,2.564633804609984,0.0,-0.1107844310353669,544.6627934693878,-23.450296769559905,10.492726077161077,0.0,0.0,0.0,4.439072022627024,9.413780453332516,0.0,0.2727196673933985,Biotechnology,Healthcare,BLUE,-0.04760692279152329,-0.11186133570366319,4.548604330112125,-5.750665483584738,-5.806566104702751,1.3496863301482025,0.00819880837195091,-0.2714388160246936,-10.04040075178957,0.08219314068039038,-0.2732691244635964,-10.097895237735758,99.6140403987682,100.05225742470901,1.3496863301482025,0.2727272727272727,12.258823529411766,0.2763510495757034,0.0
2013Q2,2013,Q2,2013-08-14,2013-06-30,56485260.0,-172361740.0,74.97443049744305,0.0,-0.0260060767656724,8.917786548784338,-3.0812382718743185,0.3502527438457246,0.0,0.0,0.0,7.538276566308716,-6.488084079944866,0.0,-6.424629552814213,Biotechnology,Healthcare,BLUE,-0.019540043659185484,-0.028418180690767035,7.593583240002635,-0.6621408272813388,-0.7235554152194505,0.45435604886215664,0.02700559383314005,0.0847783542696945,3.099204543681692,0.028066879132337803,0.08344315501289615,3.04497890989051,5.0885246563034,5.0830106894833005,-0.8953302812860459,0.2996638141809291,4.620230700976043,0.3528776423391452,0.0
2013Q3,2013,Q3,2013-11-14,2013-09-30,636876080.0,420085080.0,6.675697413537654,0.0,-0.0390424857324033,99.74566640563822,-26.04597088172747,4.038529359543436,0.0,0.0,0.0,6.884439504604637,-58.02971116173121,0.0,0.8779342723004695,Biotechnology,Healthcare,BLUE,-0.026780629276883582,-0.03876347495244135,7.032931089234678,-0.964291307752545,-0.9574001566170712,0.4474445149017121,0.02797224242318038,-0.0130364089667309,-0.6538370617040794,-0.007240585617698098,-0.010345294261674312,-0.5606521507679574,-0.3021504804712062,-0.23384474139762068,-0.006911533960444527,-0.3338424612699105,0.008051784022734449,-0.4680495946590367,0.0
2013Q4,2013,Q4,2014-03-05,2013-12-31,506625040.0,300346040.0,6.280727182375352,0.0,-0.0535053769112595,79.97238200473559,-15.673339933176589,3.340377537631785,0.0,0.0,0.0,5.91497964099329,-47.149840856212194,0.0,-0.287076923076923,Biotechnology,Healthcare,BLUE,-0.036013191318686216,-0.05328120157977675,6.078654585077708,-1.2809786898184687,-1.275611681136543,0.4794912538653761,0.02823209590445207,-0.0144628911788562,-0.9694598636113465,-0.009232562041802634,-0.0145177266273354,-0.9542765041569696,-0.31668738206592373,-0.31821152451947177,0.032046738963664,-0.3219368558809095,-0.007830853563038372,-0.3180120188403443,0.0
2014Q1,2014,Q1,2014-05-13,2014-03-31,549125520.0,356626520.0,5.970059632267683,0.0,-0.0739985433357611,86.6812186266772,-12.94008671882364,3.809007179273749,0.0,0.0,0.0,5.825183078133511,-37.99913639194519,0.0,-0.3148458044465694,Biotechnology,Healthcare,BLUE,-0.05063720108825354,-0.07358929004959595,5.928705440900563,-1.6839779005524862,-1.6746645619573797,0.4532653556688517,0.030237220180420982,-0.0204931664245016,-0.089796562859779,-0.014624009769567327,-0.020308088469819206,-0.14994914417714522,-0.40299921073401745,-0.3990528808208367,-0.026225898196524433,-0.3128325702264571,0.0,-0.3146025878003697,0.0
2014Q2,2014,Q2,2014-08-12,2014-06-30,943962180.0,768252180.0,6.7727384162785,0.0,-0.0092139043319276,149.00744751381217,-154.6464908256881,5.694889958734525,0.0,0.0,0.0,4.44306774218019,-70.7564785248482,0.0,0.8636363636363636,Biotechnology,Healthcare,BLUE,-0.006341897249628047,-0.009206303240908324,4.6240928515437325,-2.1048145224940806,-0.2408839779005525,0.4516638915031733,0.026327600967492582,0.0647846390038335,-1.382115335953321,0.0442953038386255,0.06438298680868763,-1.3046125893568306,-0.42083662194159444,1.4337805840568272,-0.0016014641656783568,0.8561598642661891,0.0,-0.2499062617172853,0.0
