Year,Date,FillingDate,NetIncome,Revenue,OperatingIncome,EPSDiluted,GrossProfit,GrossProfitRatio,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings,EnterpriseValue,bookValuePerShare,currentRatio,debtToAssets,debtToEquity,roic,shareholdersEquityPerShare,roe,priceToSalesRatio,peRatio,pbRatio,payoutRatio,inventoryTurnover,dividendYield,assetTurnover,quickRatio,returnOnAssets,priceToFreeCashFlowsRatio,grossProfitMargin,epsdilutedGrowth,fiveYNetIncomeGrowthPerShare,fiveYRevenueGrowthPerShare,fiveYShareholdersEquityGrowthPerShare,grossProfitGrowth,netIncomeGrowth,operatingIncomeGrowth,threeYNetIncomeGrowthPerShare,threeYRevenueGrowthPerShare,threeYShareholdersEquityGrowthPerShare,Industry,Sector,Price,MarketCap,AvgVolume,Symbol
2022,2022-12-31,2023-03-31,1328000.0,19746000.0,-1459000.0,0.21,8382000.0,0.4244910362,43956000.0,21625000.0,18723000.0,5175000.0,22331000.0,1245000.0,3019000.0,20312210.0,3.4341750039701444,3.6179710144927535,0.32566657566657564,0.6619653179190751,-0.02482738758358463,3.4341750039701444,0.06141040462427746,0.9343770890306897,13.893230421686747,0.8531889017341041,0.0,9.127710843373494,0.0,0.44922194922194925,3.204057971014493,0.030212030212030214,2.6946414488096977,0.4244910361592221,0.9090909090909091,-0.3609270108647763,-0.06560441988417279,-0.16113869559397564,0.24620874219446923,0.9587020648967551,0.47517985611510793,-0.12707549715648814,-0.09921496919241074,-0.36101091293894294,Medical Care Facilities,Healthcare,2.51,15597140,20763,AMS
2021,2021-12-31,2022-03-30,678000.0,17628000.0,-2780000.0,0.11,6726000.0,0.3815520762,45430000.0,24239000.0,15087000.0,5891000.0,21191000.0,1174000.0,1691000.0,22193280.0,4.010423560555923,2.561025292819555,0.35509575170592117,0.6655390073847931,-0.04842763448076146,4.010423560555923,0.027971450967449154,0.8125867937372362,21.127256637168145,0.5909600231032635,0.0,9.286201022146507,0.0,0.38802553378824567,2.2215243591919878,0.014924058991855602,3.1187197909862836,0.3815520762423417,1.088,-0.3401331696590594,-0.14676043007251638,0.020673412667806746,0.5060456784594716,1.087869362363919,-20.060606060606062,-0.37679244775847115,-0.15917244219741375,-0.09200173031292437,Medical Care Facilities,Healthcare,2.51,15597140,20763,AMS
2020,2020-12-31,2021-04-06,-7716000.0,17837000.0,-132000.0,-1.25,4466000.0,0.2503784269,43653000.0,19274000.0,10850000.0,12380000.0,20003000.0,364000.0,1497000.0,24165040.0,3.1177612423164023,0.8764135702746365,0.32992005131376995,0.7472242399086853,-0.0024779752744190256,3.1177612423164023,-0.40033205354363394,0.7694141391489602,-1.7786469673405911,0.7120493929646157,0.0,36.73351648351648,0.0,0.4086088012278652,0.6894991922455573,-0.17675761116074495,1.4772917115177613,0.25037842686550427,-6.208333333333334,-3.457641767821547,-0.05222794887760022,-0.15810936743583412,-0.3546242774566474,-6.395804195804196,0.9708930540242557,-4.782241875789558,-0.1402381949068744,-0.23842865912991154,Medical Care Facilities,Healthcare,2.51,15597140,20763,AMS
2019,2019-12-31,2020-04-03,1430000.0,20605000.0,-4535000.0,0.24,6920000.0,0.3358408153,53783000.0,31811000.0,10742000.0,8214000.0,21972000.0,0.0,8555000.0,29610360.0,5.374387565467139,1.3077672266861455,0.3150995667776063,0.5327402470843419,-0.06740760759408147,5.374387565467139,0.04495300367797303,0.70091531181752,10.099552447552448,0.45400521832070667,0.0,0.0,0.0,0.3831136232638566,1.07645483321159,0.0265883271665768,2.046529686835766,0.33584081533608345,0.4117647058823528,2.27155183563542,0.1313779923148577,0.25681455385278645,-0.07560780122896073,0.3978494623655914,-3.4368619022031166,0.4211461976830583,0.018395990614833213,0.36780926368893924,Medical Care Facilities,Healthcare,2.51,15597140,20763,AMS
2018,2018-12-31,2019-03-29,1023000.0,19714000.0,1861000.0,0.17,7486000.0,0.37973014101653646,57502000.0,25102000.0,9946000.0,9474000.0,26454000.0,0.0,7896000.0,32250332.54,4.4167744525967425,1.0498205615368377,0.35070084518799344,0.8033622818898892,0.024301535443051168,4.4167744525967425,0.04075372480280456,0.6861282611342193,13.222221446725317,0.5388547741215839,0.0,0.0,0.0,0.3428402490348162,0.8781929491239181,0.017790685541372475,2.0857875929067076,0.37973014101653646,-0.48484848484848486,3.571428804663092,-0.12075371516539073,0.0033738702329460944,-0.1358651737273462,-0.46801872074882994,-0.22876087857438873,1.6428571467712485,0.1394171057805154,0.19266382150136355,Medical Care Facilities,Healthcare,2.51,15597140,20763,AMS
2017,2017-12-31,2018-03-28,1923000.0,19556000.0,2413000.0,0.33,8663000.0,0.4429842503579464,58176000.0,23856000.0,8893000.0,9007000.0,28291000.0,0.0,6873000.0,36121514.3445,4.093853162534173,0.9873431775285889,0.3978100935093509,0.9701123407109322,0.0602613847821957,4.093853162534173,0.0806086519114688,0.773701899391491,7.868182186427457,0.6342435590417506,0.0,0.0,0.0,0.33615236523652364,0.8201398911957366,0.03305486798679868,2.1461722474468083,0.4429842503579464,0.9411764705882353,39.02552444252,-0.09270621631300494,-0.053210435740879955,-0.015008527572484366,1.0677419354838709,-0.26567255021302494,2.7368419145108662,0.09068191390207232,-0.04264175716140678,Medical Care Facilities,Healthcare,2.51,15597140,20763,AMS
2016,2016-12-31,2017-03-27,930000.0,18700000.0,3286000.0,0.17,8795000.0,0.4703208556149733,60598000.0,21495000.0,8388000.0,8681000.0,33425000.0,0.0,4950000.0,42491469.8,3.929193717384676,0.9662481280958415,0.4461533383940064,1.2577808792742498,0.03392425545860473,3.929193717384676,0.04326587578506629,0.9800251229946525,19.705881505376347,0.8525922214468482,0.0,0.0,0.0,0.30859104260866693,0.8346964635410667,0.015347041156473812,2.7086121489801953,0.4703208556149733,1.6071428571428572,0.5478063906829898,-0.29130036200762405,-0.10396022888866445,0.3097542814594192,1.6110381077529565,0.6595959595959596,3.428571610864949,-0.13354404502440753,-0.1073915253269579,Medical Care Facilities,Healthcare,2.51,15597140,20763,AMS
2015,2015-12-31,2016-03-30,-1522000.0,16548000.0,1980000.0,-0.28,6715000.0,0.40578921924099587,54114000.0,20130000.0,6007000.0,8698000.0,28934000.0,0.0,4020000.0,30910713.759999998,3.7032853457705834,0.6906185329960911,0.4272092249695088,1.148435171385991,0.14147773072935313,3.7032853457705834,-0.07560854446100347,0.6044061977278221,-6.571428226018398,0.49685612319920514,0.0,0.0,0.0,0.3057988690542189,0.6155438031731433,-0.028125808478397456,1.50809917973462,0.40578921924099587,-0.47368421052631593,-23.576843291956628,-0.16092053739232876,-0.1303306193264727,0.2720212161394203,-0.5987394957983193,40.6,-34.96105441665408,-0.17695764473248587,-0.1435374500147213,Medical Care Facilities,Healthcare,2.51,15597140,20763,AMS
2014,2014-12-31,2015-04-01,-952000.0,15417000.0,-50000.0,-0.19,5279000.0,0.3424142180709606,67528000.0,21426000.0,14247000.0,16251000.0,41374000.0,0.0,5542000.0,48684578.06,4.276197748499858,0.8766845117223555,0.5281364767207677,1.6645197423690843,-0.0008843475178583911,4.276197748499858,-0.04443199850648744,0.9132501822663294,-14.789472752100842,0.6571258312330813,0.0,0.0,0.0,0.22830529558109228,0.26964494492646607,-0.014097855704300439,9.019588763613068,0.3424142180709606,-1.714285714285714,-3.7500002993697663,-0.1375515520451536,0.03577249113323709,-0.23977534562211983,-2.051282051282051,-1.0446428571428572,-2.729901294798143,-0.36207273361848896,-0.02482709497382206,Medical Care Facilities,Healthcare,2.51,15597140,20763,AMS
2013,2013-12-31,2014-03-31,-312000.0,17584000.0,1120000.0,-0.07,6944000.0,0.39490445859872614,71742000.0,19620000.0,7706000.0,11785000.0,47687000.0,0.0,6494000.0,51738286.11,4.401922935835803,0.6538820534577853,0.5756878815756461,2.105045871559633,0.0560669330023187,4.401922935835803,-0.015902140672782873,0.7021318306414922,-39.57142983974359,0.6292704439347604,0.0,0.0,0.0,0.24510049901034262,0.5578277471361901,-0.004348916952412812,1.9394103220232484,0.39490445859872614,-8.0,-1.7322850918333073,0.03074449513703041,0.11342231598847621,0.00202020202020202,-9.210526315789474,0.5342465753424658,-6.644210345411612,0.08736483655901146,0.03373551750556203,Medical Care Facilities,Healthcare,2.51,15597140,20763,AMS
