Symbol,Year,Date,FillingDate,NetIncome,Revenue,OperatingIncome,EPSDiluted,GrossProfit,GrossProfitRatio,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings,EnterpriseValue,bookValuePerShare,currentRatio,debtToAssets,debtToEquity,roic,shareholdersEquityPerShare,roe,priceToSalesRatio,peRatio,pbRatio,payoutRatio,inventoryTurnover,dividendYield,assetTurnover,quickRatio,returnOnAssets,priceToFreeCashFlowsRatio,grossProfitMargin,epsdilutedGrowth,fiveYNetIncomeGrowthPerShare,fiveYRevenueGrowthPerShare,fiveYShareholdersEquityGrowthPerShare,grossProfitGrowth,netIncomeGrowth,operatingIncomeGrowth,threeYNetIncomeGrowthPerShare,threeYRevenueGrowthPerShare,threeYShareholdersEquityGrowthPerShare,Industry,Sector,Price,MarketCap,AvgVolume
ACCD,2023,2023-02-28,2023-04-28,-459650000.0,363142000.0,135896000.0,-6.45,164237000.0,0.4522666065,903069000.0,473786000.0,365949000.0,119414000.0,429283000.0,4022000.0,-954294000.0,787631922.41,6.646845164377564,3.064540171169209,0.3507993298407984,0.6686478705575936,0.1634229742989331,6.646845164377564,-0.9701637448130592,2.1807417550434813,-1.7228737570107688,1.6714696559417122,0.0,49.454251616111385,0.0,0.4021198823124257,2.912372083675281,-0.508986577991272,-16.52137196524315,0.4522666064514707,-2.3419689119170988,-2.6441404520141782,1.2966037676145852,2.253174772188302,0.1647848966681323,-2.7332282901790066,1.794058700136145,-3.3479955561596606,0.331578514782565,10.683388421818972,Health Information Services,Healthcare,12.76,965051560,723444
ACI,2023,2023-02-25,2023-04-25,1513500000.0,77649700000.0,2307100000.0,2.27,21755600000.0,0.2801762273,26168200000.0,1610700000.0,6270400000.0,8428800000.0,24557500000.0,4782000000.0,-185000000.0,25370960000.0,3.0448015122873344,0.7439255884586181,0.5717282808905465,9.28857018687527,0.0797460742482921,3.0448015122873344,0.9396535667722108,0.1399317705026548,7.179160885365048,6.74592413236481,2.799669639907499,11.688435800920118,0.3899717090356223,2.967330576806964,0.1356539483675019,0.0578373751347054,15.522371428571429,0.2801762273389337,-0.1592592592592593,34.098947849767484,0.3913208777354089,0.2369097832779329,0.0498590896807319,-0.0655100024697456,-0.0532643932865525,2.5542396086988948,0.3617415622460679,-0.2256011605200467,Grocery Stores,Consumer Defensive,22.0,12663881472,4228495
ACST,2023,2023-03-31,2023-06-23,-42429000.0,0.0,15723000.0,-1.15,0.0,0.0,79123000.0,67955000.0,29290000.0,3411000.0,11168000.0,0.0,-198266000.0,110075201.32093751,1.8445100427064265,8.58692465552624,0.0061296968011829,0.0071370760061805,0.1862345965144326,1.8445100427064265,-0.624369067765433,0.0,-3.2398878437139107,2.022885752644213,0.0,0.0,0.0,0.0,8.411609498680738,-0.5362410424276127,-8.629328394283585,0.0,-3.259259259259258,0.8514227095318263,0.0,-0.3668956889746212,0.0,-3.32111212954476,2.0085958047341075,0.5427837475437381,0.0,0.5008071585903562,Biotechnology,Healthcare,2.8219,20982153,18605
ACV,2023,,,,,,,,,,,,,,,,74899000.0,0.0,0.6222317473924847,0.22567793652131,0.341137032471697,-0.1197986793419093,0.0,-0.1732748700267906,0.0,0.0,0.0,-0.6405040031500197,0.0,,-0.1094447720953745,0.6222317473924847,-0.1146293465570574,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-31.797629127857743,-16.147117296222664,-15.917145593869732,-1.0,-1.0,-1.0,Asset Management,Financial Services,19.95,206785740,35931
ADSK,2023,2023-01-31,2023-03-14,823000000.0,5005000000.0,989000000.0,3.78,4525000000.0,0.9040959041,9438000000.0,1145000000.0,3341000000.0,4000000000.0,8293000000.0,0.0,-1995000000.0,47193560000.0,5.300925925925926,0.83525,0.2824751006569188,2.3283842794759826,0.2050545974521189,5.300925925925926,0.7187772925764192,9.285626373626371,56.46969623329283,40.58913537117904,0.0,0.0,0.0,0.5303030303030303,0.75825,0.087200678109769,22.9504,0.904095904095904,0.6874999999999998,2.47527897009728,1.4730621107833497,5.545129846643518,0.1404017238337659,0.6559356136820925,0.601360103626943,2.902553310886644,0.5547548472333924,9.37249048113534,Software—Application,Technology,207.33,44311811580,1453277
AEMD,2023,2023-03-31,2023-06-28,-143177786.0,574245.0,-11898638.0,-0.007,-4442977755.0,-7737.0769532168,17508940.0,15064210.0,15090566.0,1505088.0,2444730.0,0.0,-142364695.0,7842244590.0,0.0007335001052224,10.026367893438788,0.0690520385585877,0.0802583076045806,-8.100601514094617,0.0007335001052224,-9.504500136416048,13679.820468615311,-54.86583306295853,521.4723178314695,0.0,0.0,0.0,0.032797245292976,9.655875935493471,-8.17741028297544,-686.1815059384253,-7737.076953216832,0.9901408450704224,0.9989920634617456,-0.9998465506177646,-0.9999018089638472,-15104.69267247973,-12.745827105389152,-0.1418068618932077,0.9964833757075078,-0.9998531468996532,-0.999733803901428,Medical Devices,Healthcare,0.4242,10508028,1090214
AEO,2023,2023-01-28,2023-03-13,125136000.0,4989833000.0,247047000.0,0.64,1745248000.0,0.3497608036,3420956000.0,1599163000.0,1100241000.0,768948000.0,1821793000.0,585083000.0,2137126000.0,4043803480.0,8.797340712297418,1.430839276518048,0.399703767017173,0.8550529245611611,0.0400454449248066,8.797340712297418,0.0782509350203825,0.570488727779066,22.748397583429227,1.7800833811187478,0.5175728807057921,5.545512346111577,0.0227520588563482,1.4586077692902215,0.5365707434052758,0.0365792486076991,19.508514919338257,0.349760803618077,-0.6847290640394088,-0.4000257467018596,0.2868821958948273,0.2555281612273252,-0.123779113259932,-0.7017937273162722,-0.582030741119843,-0.3891513745708791,0.081328417518151,0.1964594304174506,Apparel Retail,Consumer Cyclical,11.97,2363488566,4568480
AGX,2023,2023-01-31,2023-04-17,33098000.0,455040000.0,41669000.0,2.33,86361000.0,0.189787711,489487000.0,280897000.0,438702000.0,202503000.0,208590000.0,11903000.0,207832000.0,376716170.0,19.945821202868707,2.166397534851336,0.0032013107600406,0.0055785572647625,0.1106799713993252,19.945821202868707,0.1178296671021762,1.2066986858298172,16.59001057465708,1.9547954232334277,0.4216568976977461,30.973620095774173,0.0254163127744999,0.9296263230688456,1.9770966356053985,0.0676177303993773,-16.42377800376873,0.1897877109704641,-0.0291666666666666,-0.4934114033855509,-0.4382532139050301,-0.1354035027690965,-0.1340693057393815,-0.134557054701391,-0.0638283531790608,1.9234718191063271,1.111887493403486,-0.0815782124338994,Engineering & Construction,Industrials,39.77,533339562,76137
AGYS,2023,2023-03-31,2023-05-19,14582000.0,198065000.0,12875000.0,0.49,120819000.0,0.6099967182,243036000.0,144769000.0,154658000.0,78515000.0,98267000.0,9774000.0,52764000.0,1941401940.0,5.86251721065846,1.969789212252436,0.0688869138728418,0.1156463054935794,0.0668130130785985,5.86251721065846,0.1007259841540661,10.287036780854772,139.72719380057606,14.074159108648953,0.1259086545055548,7.903212604870063,0.0009011034364953,0.8149615694794187,1.7507737375023882,0.0599993416613176,74.8393733700643,0.6099967182490597,1.7222222222222223,2.612475294005817,0.4359427943887454,0.2327771109758605,0.1899598156246306,1.2510033961099103,0.4185764654032613,1.4027143006814602,0.1591821742199744,0.8981264873841994,Software—Application,Technology,68.87,1744897207,183580
AI,2023,2023-04-30,2023-06-22,-268839000.0,266795000.0,-290493000.0,-2.45,180458000.0,0.6763919864,1103028000.0,929665000.0,888879000.0,136039000.0,173363000.0,0.0,-810237000.0,1761695130.0,8.46296346869851,6.53400127904498,0.0,0.0,-0.3132571460600377,8.46296346869851,-0.2891783599468626,7.670773927547367,-7.6124525459475745,2.201356542410438,0.0,0.0,0.0,0.2418750929260182,6.362660707591205,-0.2437281737181649,-10.93176145377626,0.6763919863565659,-0.3315217391304348,-4.397929246781899,0.9500114860269088,4.762533476327571,-0.0454280968653132,-0.3997292583240049,-0.4811851806528589,-1.5944730125283115,0.1402014615646981,4.40701250224566,Information Technology Services,Technology,40.8,4717010400,27697301
