Sector,debtToAssets,quickRatio,CurrentRatio,DebtToEquity,AssetsTurnover,pbRatio,priceToFreeCashFlowsRatio,priceToSalesRatio,ReturnOnAssets,ReturnOnEquity,peRatio,roic,OperatingMargin,NetProfitMargin,grossProfitMargin,epsdilutedGrowth,OperatingMarginIncrease,NetProfitMarginIncrease,NetIncomeGrowth,RevenueGrowth,OperatingIncomeGrowth,GrossProfitGrowth,Time
0.0,0.4752593145916537,1.2715256588857455,2.7838981163984564,0.3462242112157811,0.07206508382956262,0.3113025517193546,-1.3437974529805563,1.540683474211679,-0.3654096557370154,0.09445964257973503,0.18656118530649562,0.057213441192233434,-2.0491571480907016,-4.0179928955861755,0.413223624918949,-0.12132812937750678,-0.42610877677333375,-2.8035706615837452,-0.3167058886429653,0.14216573954017725,-0.1012079761744957,-0.09184298391776871,2013Q2
Basic Materials,0.1680962202274134,2.8953641773439274,4.108350035368255,0.9840492345424405,0.15773698518673418,2.0729394980198412,32.790597967215106,7.152111052172849,-0.015578078888659308,-0.013069789466352127,4.2117852232140445,0.006292462850307781,-0.00888501704907959,-0.0974733554850513,0.19586503370974517,-0.629252876926253,-0.05220214911027913,-0.10026360370192251,-0.5821583714873616,0.034703248603526325,-0.013195168155963012,-0.04445134530311642,2013Q2
Communication Services,0.20771149349181328,1.367040936228559,1.8296348311768282,2.404725609022071,0.13751161939818923,5.5959130430151385,3161.5980338976715,14.470090248819087,-0.017617927990758557,0.03601065316125713,-67.58579195691398,0.004121734895317834,0.08077406763317523,0.012589153895721936,0.5651542474742575,0.7924016311889559,0.028178180266163564,0.024060386057124322,1.012732828399346,0.09527173575602585,0.3703667144822693,0.11113248715106097,2013Q2
Consumer Cyclical,0.2104381229432285,1.0281545695820309,1.9867852079938584,1.6151477267680205,0.31106845489671686,3.0241989196160075,16.36560673022009,5.339846338367604,0.010761158305287363,0.019575582272967545,15.625706501071617,0.026429626579685537,0.060706671303162284,0.03567919065574457,0.3042591380769467,0.24940253235965879,-0.0003957272476089186,0.009875791944496034,0.12308389284975585,0.05752197773879517,0.26343052346495455,0.09790652591756703,2013Q2
Consumer Defensive,0.2451815695330389,1.0453446380694327,1.9098319295475235,1.3986505031151257,0.3663337787899973,3.35310034231693,-42.62107906626098,7.441140928167502,-0.03758100130357246,0.060018726737108286,10.687869074032543,-0.002770216535481072,0.08840580263358411,0.0549802717120534,0.3331044152215087,0.2214202161574253,-0.0025519406652338658,-0.044601054415636464,0.1884846091438077,0.11311199921937687,0.08843918842711171,0.06078270154907566,2013Q2
Energy,0.21661903467831192,1.4736344149101677,2.09093720627529,1.0601455820342947,0.2604267221420579,4.117628703835889,-7.878149023143793,15.164083096505976,0.043977504186060994,0.08746614854371262,12.488877818544077,0.053074811028878614,0.14506071644475435,0.08007524057279153,0.2766812324167121,0.26701080175431874,0.016645535964037943,0.04546012938785252,0.1525149287720532,0.07783809741948391,0.044249718808001506,-0.00023008354982167288,2013Q2
Financial Services,0.11719870180342726,11.320608819343512,13.058026423381541,5.89657160998927,0.04516879144282218,3.1854686450938305,37.44052447365822,20.860112635819114,0.005518394840136673,-0.003836008535551571,9.419253141958663,0.004013396025266538,0.12705812279928605,0.2838799504426171,0.6906884007277097,0.18704045224255833,0.006694644329888345,0.040277201258445666,0.1426705338036966,0.053883468775459464,0.01923700349799432,0.05832874286347772,2013Q2
Healthcare,0.38531448293874687,4.007443999824507,4.9727788210142645,0.6237407145983707,0.10134188335764094,103.11139053725618,-958.3857310538575,1068.3915494771068,-1.9787694610742252,-0.4248587184832212,-227.79513276601696,-0.07495250467974562,-9.729836236392845,-9.440960002800175,0.3049064333974145,-0.5011480067694953,-0.5784446623236521,-1.6488338154420241,-0.09670131542053241,2.0745791008958365,-0.283142493249768,0.13290476898127895,2013Q2
Industrials,0.1977945170524893,1.8682214278400586,2.7319981845480634,1.7477392538314505,0.240067777002003,-27.29885912862157,106.02088356296736,13.99065159570418,0.0033648238086186753,0.024515128829820567,-219.6406604367085,-0.0032491667327411745,-0.36899337938415744,-0.49223613985385123,0.2912200515951471,0.49307099689452477,-0.021337968635913966,0.01100214067394869,0.4991449275449512,0.06850897118459164,0.33856365312988695,0.12497141908754567,2013Q2
Real Estate,0.44240793705514936,3.1468856890613632,3.5785674465249264,2.2244473244096383,0.04668899776353032,-4.314582567839206,49.80056060831827,32.96482443572627,0.004232884291035392,0.010190153736114649,59.49293838502547,0.01128517082374916,0.20091243292882938,0.20015997536983868,0.6335012376396227,0.5284630147202213,-0.0002479128875128225,-0.0009751258276698093,0.6041763844237903,0.13202226027395092,0.27689969120797053,0.08256585615525175,2013Q2
Technology,0.1929538757893537,2.225038850914239,2.984196498809529,0.9521427325805736,0.2218688322473645,13.670797715175311,-90.70948886762162,64.48729713311585,-0.10830693791875706,0.010699755025007536,13.236071612123004,-0.002786847921542389,-0.3069359975936333,-0.31133353386160284,0.42857501573352047,0.24822827662885627,-0.10309216039194168,-1.1679309612294064,0.2879448217818647,0.25027808874157775,0.28521400845174183,0.08438062665691431,2013Q2
Utilities,0.3215584925230632,0.6293652583386969,1.0656104276255973,2.3090986033830037,0.06936901197601571,1.3724209055699428,-47.74257425648502,9.569591255845868,0.006561755812588133,0.021790658809933246,11.006133778198828,0.012887555275543383,0.2020333620044996,0.09651012711847332,0.3838655382873598,0.8780808775184994,0.04644961586183591,0.07643021975028796,0.9092515344553165,-0.03538480802453002,0.0779494506505043,-0.029466665723848116,2013Q2
